acs_code,acs_title,eloundou_mean,handa_mean,handa_auto_mean,eisfeldt_mean,occ_top5_mean,eloundou_std,handa_std,handa_auto_std,eisfeldt_std
2399,Miscellaneous Education,0.3757266219700124,0.148691924,0.3590153081308327,0.22323753727733053,0.09731178,-0.801915509,-0.421592077,0.37015184928941836,-0.685648716
2400,General Engineering,0.4600593037739621,0.1288322832792194,0.32673655032281135,0.2951565567121427,0.17548599372132334,0.40179127368582307,-0.770730287,-0.02571086,0.3994646433744348
2401,Aerospace Engineering,0.5074132092931545,0.1146018000875781,0.3610813585104535,0.30750197396258194,0.17434506903268435,1.0776883996576792,-1.020906281,0.3954896366325359,0.5857321605401568
2402,Biological Engineering,0.47155711918760423,0.1278231630071259,0.3311651280706663,0.3156301167427686,0.17317427357735163,0.5659031945048131,-0.788470912,0.028600671838674003,0.7083694877459249
2403,Architectural Engineering,0.44441455328024787,0.093603812,0.2677606579357009,0.2773868775909162,0.11941783803955716,0.1784888495391492,-1.39005697,-0.748983939,0.13135592387168468
2404,Biomedical Engineering,0.48133388438459696,0.15021290542548407,0.33845461104783414,0.31890278381348075,0.21191650445099292,0.7054500265030906,-0.39485279,0.11799799309405269,0.7577474518442937
2405,Chemical Engineering,0.4744552841359426,0.10764070490861606,0.3678752137009566,0.32870005348681136,0.12015944590274709,0.6072696105944082,-1.14328434,0.4788086397676391,0.9055685469141574
2406,Civil Engineering,0.4430111226726808,0.069616495,0.20910077027576435,0.26554404149787125,0.059196523,0.1584572448857362,-1.811760897,-1.468381575,-0.047328654
2407,Computer Engineering,0.6543361505174446,0.2395330843211116,0.3478225717107093,0.4385105757810755,0.59805937,3.1747655599054596,1.175421687624067,0.2328855086434995,2.5623884770543053
2408,Electrical Engineering,0.5354928368685179,0.15065560696823208,0.35161261234418845,0.3413684143688251,0.2673341137329801,1.4784777193233214,-0.387069969,0.2793661000850772,1.096708633975054
2409,"Engineering Mechanics, Physics, and Science",0.4964221464975091,0.14749136508436808,0.354396585,0.3388975353885512,0.23018540195597176,0.9208095176836881,-0.442698253,0.31350839854210233,1.0594280396025786
2410,Environmental Engineering,0.4561603953874467,0.083815562,0.2714966875238942,0.30690096176004106,0.078684956,0.3461409330437979,-1.562137209,-0.703165733,0.5766640951615152
